title,car_number,price,new_car_price,licensing_time,miles,license_location,battery_volume,battery_power_data,battery_torque_data,endurance_miles,make,type,record_date
长安 奔奔 2017款 纯电动 180公里时尚型   ,HC-57217775,?5.65 ,新车指导价17.50万(含税),2017-12,0.01万公里,淮北,23.2,55.0,170,180,长安汽车,微型车,2018-11-28
众泰E200 2016款 三门两座科技版   ,HC-59519521,?4.27 ,新车指导价19.70万(含税),2016-12,1.29万公里,太原,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
江淮iEV 2015款 iEV5 ,HC-57720314,?3.80 ,新车指导价19.50万(含税),2016-06,5.99万公里,贵阳,23,50.0,215,170,江淮汽车,小型车,2018-11-28
江淮iEV 2015款 iEV5   ,HC-52073493,?4.10 ,新车指导价19.50万(含税),2016-06,8.2万公里,益阳,23,50.0,215,170,江淮汽车,小型车,2018-11-28
北汽新能源 EV系列 2015款 EV200 轻快版  ,HC-47254520,?5.50 ,新车指导价22.70万(含税),2016-08,1.32万公里,天津,30.4,53.0,180,200,北汽新能源,小型车,2018-11-28
比亚迪 2016款 秦EV300 尊贵型  ,HC-61315531,?12.00 ,新车指导价29.30万(含税),2016-12,4.1万公里,北京,47.50,160.0,310,300,比亚迪,紧凑型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版  ,HC-61737607,?4.00 ,新车指导价12.90万(含税),2017-11,0.73万公里,马鞍山,19.66,60.0,200,156,江淮汽车,微型车,2018-11-28
众泰 2016款 云100S 豪华型   ,HC-58175939,?3.13 ,新车指导价18.40万(含税),2016-12,4.76万公里,肇庆,22,27.0,140,155,众泰汽车,微型车,2018-11-28
长城C30新能源 2017款 EV 悦享型   ,HC-39552685,?5.20 ,新车指导价16.30万(含税),2017-11,1.42万公里,保定,26.57,90.0,240,200,长城汽车,紧凑型车,2018-11-28
江淮iEV 2017款 iEV7   ,HC-57731249,?5.60 ,新车指导价17.20万(含税),2016-12,3.02万公里,枣庄,24,50.0,215,180,江淮汽车,小型车,2018-11-28
北汽新能源 EC系列 2017款 EC200 灵动版    ,HC-59610186,?5.50 ,新车指导价17.20万(含税),2018-03,1.01万公里,泰安,-,36.0,140,162,北汽新能源,微型车,2018-11-28
江淮iEV6S 2016款 智享版  ,HC-37362716,?7.20 ,新车指导价23.90万(含税),2016-05,0.52万公里,南宁,33,85.0,270,251,江淮汽车,小型SUV,2018-11-28
北汽新能源 EV系列 2014款 E150EV 科技版  ,HC-55096853,?3.24 ,新车指导价25.10万(含税),2014-12,5.05万公里,天津,25.6,45.0,144,150,北汽新能源,小型车,2018-11-28
知豆D2 2017款 D2S    ,HC-56277297,?3.15 ,新车指导价20.50万(含税),2017-10,0.65万公里,深圳,18,15.0,90,155,知豆电动车,微型车,2018-11-28
江铃集团新能源 江铃E200 2016款 舒适型   ,HC-60546725,?3.18 ,新车指导价19.80万(含税),2017-08,0.38万公里,枣庄,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
奇瑞eQ 2015款 舒适型   ,HC-57995152,?3.15 ,新车指导价17.40万(含税),2016-09,2.06万公里,荆州,22.3,41.8,150,151,奇瑞新能源,微型车,2018-11-28
江铃集团新能源 江铃E200 2016款 舒适型  ,HC-61737269,?3.80 ,新车指导价19.80万(含税),2017-12,0.74万公里,聊城,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
荣威eRX5 2017款 ERX5 EV400 电动互联网至尊版   ,HC-46034135,?16.00 ,新车指导价32.20万(含税),2017-12,1.54万公里,上海,48.3,85.0,255,320,上汽集团,紧凑型SUV,2018-11-28
宝马i3 2015款 时尚型(进口)  ,HC-58160370,?17.00 ,新车指导价45.20万(含税),2016-09,4.89万公里,北京,19,125.0,250,185,宝马(进口),小型车,2018-11-28
特斯拉MODEL S 2015款 MODEL S P85D  ,HC-61018232,?71.00 ,新车指导价108.50万(含税),2016-08,1.29万公里,上海,85,568.0,-,491,特斯拉,中大型车,2018-11-28
特斯拉MODEL S 2014款 MODEL S P85 ,HC-45903395,?45.50 ,新车指导价92.50万(含税),2014-09,7.7万公里,昆明,85,310.0,600,502,特斯拉,中大型车,2018-11-28
众泰E200 2017款 豪华型   ,HC-58264077,?3.90 ,新车指导价19.50万(含税),2017-12,0.85万公里,深圳,24.52,60.0,180,160,众泰汽车,微型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 75    ,HC-59448446,?59.80 ,新车指导价83.80万(含税),2017-04,2.15万公里,杭州,75,284.8,440,480,特斯拉,中大型车,2018-11-28
北汽新能源ES210 2015款 畅睿版 ,HC-41264581,?7.09 ,新车指导价37.70万(含税),2015-08,3.81万公里,东莞,38,80.0,255,175,北汽新能源,中型车,2018-11-28
启辰 晨风 2014款 领航版6.6KW  ,HC-58052407,?5.00 ,新车指导价27.90万(含税),2014-10,2.69万公里,北京,24,80.0,254,175,东风启辰,紧凑型车,2018-11-28
传祺GE3 2017款 310 尊享版   ,HC-59583817,?12.00 ,新车指导价26.70万(含税),2018-09,0.16万公里,广州,47,132.0,290,310,广汽新能源,小型SUV,2018-11-28
长安 逸动 2016款 纯电动尊享型   ,HC-59137836,?6.68 ,新车指导价26.40万(含税),2017-12,1.53万公里,重庆,30,90.0,280,200,长安汽车,紧凑型车,2018-11-28
江淮iEV 2015款 iEV4 豪华智能型  ,HC-58054030,?3.50 ,新车指导价16.80万(含税),2016-11,3.56万公里,天津,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
比亚迪e5 2016款 300 舒适型 ,HC-52844133,?7.30 ,新车指导价24.90万(含税),2016-12,2.47万公里,重庆,43,160.0,310,305,比亚迪,紧凑型车,2018-11-28
江淮iEV 2015款 iEV5 ,HC-57717543,?3.80 ,新车指导价19.50万(含税),2016-11,3.6万公里,贵阳,23,50.0,215,170,江淮汽车,小型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-44814584,?4.10 ,新车指导价16.50万(含税),2017-08,0.69万公里,阜阳,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
众泰E200 2016款 三门两座科技版   ,HC-61338425,?4.50 ,新车指导价19.70万(含税),2017-06,0.61万公里,石家庄,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
比亚迪 宋新能源 2017款 宋EV300 尊贵型   ,HC-58441607,?13.98 ,新车指导价29.90万(含税),2018-06,0.01万公里,成都,-,160.0,310,270,比亚迪,紧凑型SUV,2018-11-28
北汽新能源 EC系列 2017款 EC200 灵动版   ,HC-59282645,?5.00 ,新车指导价17.20万(含税),2017-11,1.28万公里,温州,-,36.0,140,162,北汽新能源,微型车,2018-11-28
江淮iEV 2017款 iEV4 时光版   ,HC-58599298,?5.80 ,新车指导价13.90万(含税),2017-12,0.01万公里,邯郸,22,60.0,200,166,江淮汽车,小型车,2018-11-28
众泰 2014款 云100 舒适型  ,HC-58541818,?2.50 ,新车指导价17.20万(含税),2015-04,2.19万公里,盐城,18,18.0,120,155,众泰汽车,微型车,2018-11-28
知豆D2 2017款 D2S   ,HC-58982680,?3.60 ,新车指导价20.50万(含税),2017-03,0.81万公里,牡丹江,18,15.0,90,155,知豆电动车,微型车,2018-11-28
众泰E200 2016款 三门两座科技版  ,HC-58036664,?3.80 ,新车指导价19.70万(含税),2016-12,1.54万公里,中山,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
知豆D2 2017款 D2S  ,HC-59157211,?3.88 ,新车指导价20.50万(含税),2017-11,0.65万公里,长沙,18,15.0,90,155,知豆电动车,微型车,2018-11-28
北汽新能源 EU系列 2016款 EU260 乐享版  ,HC-61743237,?7.20 ,新车指导价27.90万(含税),2016-09,3.78万公里,天津,41.4,100.0,260,260,北汽新能源,紧凑型车,2018-11-28
知豆D1 2016款 标准型 ,HC-61651135,?2.50 ,新车指导价17.20万(含税),2016-06,2.32万公里,襄阳,18,15.0,95,180,知豆电动车,微型车,2018-11-28
特斯拉Model X 2017款 Model X 100D   ,HC-43831697,?96.00 ,新车指导价124.20万(含税),2017-08,1.73万公里,北京,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
众泰E200 2018款 飞鱼座  ,HC-44849452,?5.15 ,新车指导价19.70万(含税),2017-12,0.91万公里,太原,24.5,60.0,160,165,众泰汽车,微型车,2018-11-28
知豆D2 2017款 D2 乐享版   ,HC-60708705,?4.60 ,新车指导价16.50万(含税),2018-06,0.54万公里,郑州,18,15.0,90,155,知豆电动车,微型车,2018-11-28
众泰E200 2016款 三门两座科技版    ,HC-56668167,?4.40 ,新车指导价19.70万(含税),2017-08,1.33万公里,台州,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
北汽新能源 EV系列 2016款 EV160 轻快版   ,HC-45628661,?7.98 ,新车指导价19.30万(含税),2017-09,0.69万公里,青岛,25.6,45.0,144,150,北汽新能源,小型车,2018-11-28
奇瑞eQ1 2017款 智炫版 2座  ,HC-58709139,?4.90 ,新车指导价18.00万(含税),2017-12,1.21万公里,潍坊,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-58182350,?5.00 ,新车指导价13.90万(含税),2017-10,0.01万公里,深圳,22,45.0,175,170,江淮汽车,微型车,2018-11-28
江铃集团新能源 江铃E160 2017款 标准型   ,HC-57629177,?4.37 ,新车指导价10.10万(含税),2017-12,0.94万公里,菏泽,20,35.0,165,152,江铃集团新能源,小型车,2018-11-28
众泰 2014款 云100 舒适型  ,HC-45988552,?2.45 ,新车指导价17.20万(含税),2015-06,3.63万公里,宁波,18,18.0,120,155,众泰汽车,微型车,2018-11-28
北汽新能源 EC系列 2017款 EC200 灵动版   ,HC-59281839,?4.80 ,新车指导价17.20万(含税),2015-11,0.7万公里,东营,-,36.0,140,162,北汽新能源,微型车,2018-11-28
众泰E200 2016款 三门两座科技版  ,HC-59835136,?4.77 ,新车指导价19.70万(含税),2012-01,0.2万公里,天津,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
众泰E200 2016款 三门两座科技版  ,HC-59619520,?3.90 ,新车指导价19.70万(含税),2016-10,1.3万公里,武汉,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
众泰 2016款 云100S 豪华型  ,HC-58103029,?3.30 ,新车指导价18.40万(含税),2016-12,2.5万公里,天津,22,27.0,140,155,众泰汽车,微型车,2018-11-28
北汽新能源 EC系列 2017款 EC200 灵动版    ,HC-57463897,?5.20 ,新车指导价17.20万(含税),2017-12,0.63万公里,南阳,-,36.0,140,162,北汽新能源,微型车,2018-11-28
长安 奔奔 2017款 纯电动 180公里标准型   ,HC-57623825,?4.60 ,新车指导价16.80万(含税),2017-05,1.19万公里,北京,23.2,55.0,170,180,长安汽车,微型车,2018-11-28
特斯拉Model X 2016款 MODEL X 60D    ,HC-58105563,?66.50 ,新车指导价81.90万(含税),2017-01,2.83万公里,广州,60,386.0,-,355,特斯拉,中大型SUV,2018-11-28
比亚迪 元 2018款 EV360 智联炫酷型   ,HC-60925141,?8.28 ,新车指导价10.20万(含税),2018-09,0.36万公里,重庆,42,70.0,180,305,比亚迪,小型SUV,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-52729921,?78.00 ,新车指导价106.90万(含税),2018-04,0.54万公里,上海,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
特斯拉MODEL S 2014款 MODEL S P85  ,HC-56114164,?54.50 ,新车指导价92.50万(含税),2014-09,8.01万公里,汕头,85,310.0,600,502,特斯拉,中大型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 75D   ,HC-37965312,?56.00 ,新车指导价89.10万(含税),2017-06,2.99万公里,武汉,75,386.0,525,490,特斯拉,中大型车,2018-11-28
众泰 芝麻 2017款 标准型   ,HC-58674980,?3.39 ,新车指导价13.00万(含税),2017-12,0.71万公里,扬州,16,30.0,150,150,众泰汽车,微型车,2018-11-28
北汽新能源 EC系列 2017款 EC200 灵秀版   ,HC-48007298,?5.40 ,新车指导价17.90万(含税),2018-03,0.5万公里,郑州,-,36.0,140,162,北汽新能源,微型车,2018-11-28
电咖汽车 电咖·EV10 2018款 精英版  ,HC-45564268,?5.68 ,新车指导价14.70万(含税),2018-06,0.01万公里,安阳,21,42.0,150,155,电咖汽车,微型车,2018-11-28
众泰E200 2016款 三门两座科技版   ,HC-58367994,?3.60 ,新车指导价19.70万(含税),2016-11,0.29万公里,青岛,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
吉利 帝豪EV 2016款 三厢 EV 进取型 ,HC-59216241,?7.60 ,新车指导价24.80万(含税),2016-12,1.89万公里,北京,45.3,95.0,240,253,吉利汽车,紧凑型车,2018-11-28
北汽新能源 EV系列 2016款 EV160 轻快版 ,HC-57393174,?3.30 ,新车指导价19.30万(含税),2016-01,5.33万公里,武汉,25.6,45.0,144,150,北汽新能源,小型车,2018-11-28
宝马i3 2016款 升级款时尚型(进口)  ,HC-62406657,?19.30 ,新车指导价45.90万(含税),2017-05,0.82万公里,北京,33,125.0,250,271,宝马(进口),小型车,2018-11-28
众泰E200 2016款 三门两座科技版  ,HC-47738152,?3.90 ,新车指导价19.70万(含税),2016-12,0.9万公里,襄阳,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版  ,HC-58182021,?4.50 ,新车指导价16.50万(含税),2017-11,0.67万公里,淮安,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
吉利帝豪EV 2017款 三厢 EV300 精英型  ,HC-34027680,?8.60 ,新车指导价22.30万(含税),2016-12,3.8万公里,天津,41,95.0,240,300,吉利汽车,紧凑型车,2018-11-28
知豆D1 2015款 标准型 ,HC-53455326,?2.00 ,新车指导价17.20万(含税),2015-12,2.8万公里,徐州,-,9.0,85,150,知豆电动车,微型车,2018-11-28
特斯拉MODEL S 2014款 MODEL S 85 ,HC-58284038,?50.00 ,新车指导价79.70万(含税),2015-01,5.58万公里,宁波,85,270.0,440,502,特斯拉,中大型车,2018-11-28
众泰 2017款 云100plus 豪华型    ,HC-58164030,?3.99 ,新车指导价11.80万(含税),2017-12,1.03万公里,金华,20,27.0,140,155,众泰汽车,微型车,2018-11-28
奇瑞eQ1 2017款 智享版  ,HC-35053871,?5.38 ,新车指导价17.60万(含税),2017-12,0.01万公里,济宁,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
比亚迪e6 2016款 400 精英版  ,HC-59377210,?10.30 ,新车指导价35.80万(含税),2016-01,10.51万公里,宿迁,82,90.0,450,400,比亚迪,MPV,2018-11-28
特斯拉MODEL S 2016款 MODEL S 60  ,HC-62195088,?56.00 ,新车指导价76.90万(含税),2016-12,0.37万公里,北京,60,284.8,440,400,特斯拉,中大型车,2018-11-28
川汽野马 野马U能E350 2017款 乐享版   ,HC-59882320,?13.50 ,新车指导价27.10万(含税),2018-03,1.05万公里,兰州,42.21,95.0,300,250,野马汽车,紧凑型SUV,2018-11-28
奇瑞eQ 2017款 分享型  ,HC-42323681,?4.70 ,新车指导价18.40万(含税),2017-12,0.8万公里,武汉,23.6,41.8,150,200,奇瑞新能源,微型车,2018-11-28
江淮iEV 2017款 iEV7  ,HC-32673139,?5.18 ,新车指导价17.20万(含税),2016-12,1.65万公里,焦作,24,50.0,215,180,江淮汽车,小型车,2018-11-28
奇瑞eQ1 2017款 智享版 2座    ,HC-59249270,?4.27 ,新车指导价17.60万(含税),2017-11,1.24万公里,济宁,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
江淮iEV 2014款 iEV4  ,HC-53837215,?4.90 ,新车指导价18.40万(含税),2016-11,0.98万公里,菏泽,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
御捷E行 2018款 标准型  ,HC-61904003,?4.50 ,新车指导价14.80万(含税),2017-12,0.68万公里,滨州,22,36.0,230,153,御捷新能源,微型车,2018-11-28
奇瑞eQ 2015款 豪华型  ,HC-48106991,?3.48 ,新车指导价17.90万(含税),2016-04,2.26万公里,武汉,22.3,41.8,150,151,奇瑞新能源,微型车,2018-11-28
知豆D2 2017款 D2 智享版    ,HC-53871940,?4.95 ,新车指导价17.20万(含税),2017-06,0.34万公里,宁波,18,15.0,90,155,知豆电动车,微型车,2018-11-28
奇瑞eQ 2015款 舒适型   ,HC-58508087,?2.59 ,新车指导价17.40万(含税),2015-05,3.85万公里,株洲,22.3,41.8,150,151,奇瑞新能源,微型车,2018-11-28
知豆D2 2016款 D2S    ,HC-59067562,?3.80 ,新车指导价20.50万(含税),2017-12,0.75万公里,南京,18,15.0,95,155,知豆电动车,微型车,2018-11-28
众泰E200 2018款 飞鱼座    ,HC-58281433,?5.37 ,新车指导价19.70万(含税),2018-05,1.31万公里,成都,24.5,60.0,160,165,众泰汽车,微型车,2018-11-28
众泰E200 2016款 三门两座科技版   ,HC-57526087,?4.08 ,新车指导价19.70万(含税),2017-09,0.99万公里,杭州,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E   ,HC-52331911,?3.60 ,新车指导价13.90万(含税),2017-08,2.64万公里,湖州,22,45.0,175,170,江淮汽车,微型车,2018-11-28
北汽新能源 EV系列 2015款 EV160 轻快版  ,HC-59270723,?4.00 ,新车指导价19.20万(含税),2015-06,6.73万公里,上海,25.6,53.0,180,160,北汽新能源,小型车,2018-11-28
江淮iEV 2014款 iEV4 ,HC-61441983,?4.80 ,新车指导价18.40万(含税),2016-12,1.93万公里,池州,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
吉利 帝豪EV 2016款 三厢 EV 尊贵型  ,HC-58897893,?9.50 ,新车指导价27.10万(含税),2016-12,1.25万公里,北京,45.3,95.0,240,253,吉利汽车,紧凑型车,2018-11-28
众泰E200 2016款 三门两座科技版   ,HC-61228805,?5.20 ,新车指导价19.70万(含税),2017-12,2.08万公里,天津,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
奇瑞eQ 2015款 舒适型  ,HC-55761631,?3.60 ,新车指导价17.40万(含税),2016-12,1.79万公里,淮安,22.3,41.8,150,151,奇瑞新能源,微型车,2018-11-28
北汽新能源 EV系列 2015款 EV200 轻快版  ,HC-58172535,?5.50 ,新车指导价22.70万(含税),2015-12,2.31万公里,北京,30.4,53.0,180,200,北汽新能源,小型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 75    ,HC-59011691,?66.00 ,新车指导价83.80万(含税),2018-03,1.09万公里,青岛,75,284.8,440,480,特斯拉,中大型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 60D  ,HC-60550802,?50.00 ,新车指导价82.20万(含税),2016-12,3.54万公里,呼和浩特,60,386.0,525,408,特斯拉,中大型车,2018-11-28
特斯拉MODEL S 2014款 MODEL S P85  ,HC-37232258,?53.99 ,新车指导价92.50万(含税),2015-06,3.56万公里,东莞,85,310.0,600,502,特斯拉,中大型车,2018-11-28
比亚迪 2018款 秦EV450 智联时尚型   ,HC-60465233,?15.18 ,新车指导价26.10万(含税),2018-10,0.04万公里,宜宾,60.48,160.0,310,400,比亚迪,紧凑型车,2018-11-28
吉利 帝豪EV 2016款 三厢 EV 尊贵型   ,HC-41768991,?8.00 ,新车指导价27.10万(含税),2016-09,2.91万公里,杭州,45.3,95.0,240,253,吉利汽车,紧凑型车,2018-11-28
特斯拉Model X 2016款 Model X 75D   ,HC-61798585,?73.00 ,新车指导价104.70万(含税),2018-06,0.81万公里,南京,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版    ,HC-54945894,?4.80 ,新车指导价16.50万(含税),2017-12,0.01万公里,大同,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
众泰E200 2016款 三门两座科技版  ,HC-52504708,?4.90 ,新车指导价19.70万(含税),2016-12,0.01万公里,襄阳,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
比亚迪 宋新能源 2017款 宋EV300 尊贵型   ,HC-58445886,?13.50 ,新车指导价29.90万(含税),2018-06,0.01万公里,成都,-,160.0,310,270,比亚迪,紧凑型SUV,2018-11-28
比亚迪 宋新能源 2017款 宋EV300 尊贵型   ,HC-58435002,?13.50 ,新车指导价29.90万(含税),2018-06,0.01万公里,成都,-,160.0,310,270,比亚迪,紧凑型SUV,2018-11-28
吉利 帝豪EV 2017款 三厢 EV300 精英型   ,HC-59460571,?9.00 ,新车指导价22.30万(含税),2017-07,2.54万公里,贵阳,41,95.0,240,300,吉利汽车,紧凑型车,2018-11-28
康迪 2016款 K17A 时尚型   ,HC-58180769,?5.70 ,新车指导价17.90万(含税),2018-05,0.01万公里,潍坊,20,35.0,165,151,康迪电动汽车集团,小型车,2018-11-28
北汽新能源 EV系列 2014款 E150EV 科技版  ,HC-53757006,?3.10 ,新车指导价25.10万(含税),2013-12,5.14万公里,临汾,25.6,45.0,144,150,北汽新能源,小型车,2018-11-28
特斯拉Model X 2016款 Model X 75D  ,HC-62434815,?80.00 ,新车指导价104.70万(含税),2018-02,4.08万公里,天津,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
北汽新能源 EU系列 2016款 EU260 乐途plus版  ,HC-54336063,?6.27 ,新车指导价26.00万(含税),2016-12,6.38万公里,连云港,41.4,100.0,260,260,北汽新能源,紧凑型车,2018-11-28
东风小康EC36 2017款 基本型  ,HC-59068226,?5.00 ,新车指导价13.80万(含税),2017-12,2.16万公里,郑州,38.2,60.0,191,200,东风小康,微面,2018-11-28
长城C30新能源 2017款 EV 悦享型   ,HC-49761767,?5.90 ,新车指导价16.30万(含税),2017-12,0.77万公里,天津,26.57,90.0,240,200,长城汽车,紧凑型车,2018-11-28
